stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,stop_url,location_type,parent_station
4237,,"База отдыха",,55.04406,61.48353,,,
4193,,"База отдыха ""Автобусник""",,55.43902,61.12222,,,
4194,,"База отдыха ""Автобусник""",,55.43924,61.12273,,,
4196,,"База отдыха ""Энергосети""",,55.43880,61.12509,,,
4092,,"Гаражи",,55.04900,61.53513,,,
4093,,"Гаражи",,55.04918,61.53554,,,
4879,,"ДК им.Маяковского",,55.05460,61.52974,,,
4882,,"ДК им.Маяковского",,55.05461,61.53030,,,
767,,"Дубровка",,54.94580,61.36037,,,
774,,"Дубровка",,54.94487,61.35916,,,
4504,,"Кайгородово",,55.13241,61.06704,,,
4505,,"Кайгородово",,55.13228,61.06686,,,
4168,,"Касарги",,55.36804,61.18822,,,
4169,,"Касарги",,55.36741,61.18856,,,
4166,,"Ключевка",,55.35409,61.29607,,,
4167,,"Ключевка",,55.35363,61.29568,,,
7989,,"Лесная поляна -2",,55.24829,61.58756,,,
7990,,"Лесная поляна -2",,55.24787,61.58710,,,
4084,,"Магазин",,55.05781,61.51704,,,
4085,,"Магазин",,55.05818,61.51691,,,
8300,,"мост Коксохим",,55.24627,61.44419,,,
4502,,"Остановка 1",,55.12741,61.03403,,,
4503,,"Остановка 1",,55.12742,61.03491,,,
4500,,"Остановка 2",,55.12649,61.03004,,,
4501,,"Остановка 2",,55.12648,61.03086,,,
4498,,"Остановка 3",,55.12469,61.02249,,,
4499,,"Остановка 3",,55.12469,61.02334,,,
4496,,"Остановка 4",,55.12303,61.01566,,,
4497,,"Остановка 4",,55.12303,61.01668,,,
4088,,"п.Старокамышинск",,55.05591,61.52708,,,
4089,,"п.Старокамышинск",,55.05644,61.52631,,,
4238,,"п/лагерь",,55.03773,61.48341,,,
4239,,"п/лагерь",,55.03763,61.48306,,,
4760,,"Преображенское кладбище",,55.20525,61.21820,,,
4242,,"Профилакторий",,55.03389,61.48870,,,
4243,,"Профилакторий",,55.03403,61.48864,,,
5577,,"с. Долгодеревенское",,55.34106,61.33893,,,
6735,,"с. Долгодеревенское",,55.34115,61.33952,,,
4240,,"Сад ""Берёзка-4""",,55.03567,61.48335,,,
4241,,"Сад ""Берёзка-4""",,55.03594,61.48340,,,
4104,,"Сад ""Вишневый""",,55.13898,61.24728,,,
4105,,"Сад ""Вишневый""",,55.13873,61.24834,,,
4111,,"Сад ""Заречный-1""",,55.13241,61.28657,,,
4114,,"Сад ""Заречный-1""",,55.13239,61.28688,,,
4112,,"Сад ""Заречный-2""",,55.12810,61.28866,,,
4115,,"Сад ""Заречный-2""",,55.12819,61.28894,,,
4116,,"Сад ""Заречный-3""",,55.12410,61.28865,,,
4117,,"Сад ""Заречный-3""",,55.12394,61.28878,,,
5583,,"Сад ""Искра""",,55.21669,61.33701,,,
4318,,"Сад ""Кировский -2""",,55.21103,60.91936,,,
4315,,"Сад ""Кировский-1""",,55.22734,60.95576,,,
4548,,"Сад ""Кузнец-3""",,54.81740,61.30972,,,
4251,,"Сад ""Курочкино -2""-2",,55.02818,61.49898,,,
4252,,"Сад ""Курочкино -2""-2",,55.02834,61.49901,,,
4235,,"Сад ""Курочкино-1""",,55.03214,61.52017,,,
4236,,"Сад ""Курочкино-1""",,55.03179,61.52027,,,
4246,,"Сад ""Курочкино-1""",,55.03092,61.51399,,,
4249,,"Сад ""Курочкино-2""-1",,55.02936,61.50953,,,
4250,,"Сад ""Курочкино-2""-1",,55.02922,61.50945,,,
4495,,"Сад ""Курчатовец""",,55.12003,61.00459,,,
4276,,"Сад ""Лесная поляна-1""",,55.24337,61.58490,,,
4277,,"Сад ""Лесная поляна-1""",,55.24357,61.58532,,,
4278,,"Сад ""Лесная поляна-3""",,55.25503,61.59111,,,
4279,,"Сад ""Лесная поляна-3""",,55.25498,61.59081,,,
4102,,"Сад ""Мичуринец""",,55.14107,61.25963,,,
4103,,"Сад ""Мичуринец""",,55.14058,61.25921,,,
4265,,"Сад ""Мысы""",,55.14639,61.17843,,,
4267,,"Сад ""Мысы""",,55.14573,61.17869,,,
4455,,"Сад ""Тимер""",,55.42216,61.25148,,,
4143,,"сад ""Узункуль""",,55.43659,61.30152,,,
4306,,"Сад ""Урал""",,55.20397,61.11969,,,
4309,,"Сад ""Урал""",,55.20377,61.11933,,,
4261,,"Сад ""Чайка-1""",,55.19335,61.13097,,,
4262,,"Сад ""Чайка-1""",,55.19345,61.13130,,,
4263,,"Сад ""Чайка-2""",,55.18423,61.12639,,,
4264,,"Сад ""Чайка-2""",,55.18534,61.12685,,,
4268,,"Сад ""Электорометаллург""",,55.14987,61.17091,,,
4269,,"Сад ""Электрометаллург""",,55.15085,61.16694,,,
4271,,"Сад ""Электрометаллург-1""",,55.15183,61.16128,,,
4533,,"Сад №1",,55.12136,61.09053,,,
4534,,"Сад №1",,55.12103,61.09061,,,
773,,"Сад Глинка",,54.96461,61.36104,,,
758,,"Сад Дзержинец",,54.98499,61.43267,,,
772,,"Сад Дзержинец",,54.98514,61.43237,,,
8311,,"сад Надежда",,55.26310,61.27238,,,
4282,,"сад Теплостроевец",,55.32587,61.56730,,,
4535,,"сад Тракторосад-5",,55.11097,61.08937,,,
6722,,"сад Электровозник",,55.40803,61.17478,,,
5600,,"Сад Янтарь",,55.06247,61.35216,,,
8164,,"село Кременкуль",,55.19312,61.16415,,,
8165,,"село Кременкуль",,55.19237,61.16586,,,
5669,,"Станция Шершни",,55.10365,61.36426,,,
4090,,"ул.Федотьева",,55.05373,61.53420,,,
4091,,"ул.Федотьева",,55.05465,61.53437,,,
4313,,"Харлуши",,55.22166,60.98306,,,
4314,,"Харлуши",,55.22157,60.98337,,,
4247,,"Центральная усадьба",,55.03073,61.51387,,,
5329,,"Центральная усадьба",,55.25744,61.35074,,,
4086,,"Школа",,55.05851,61.51948,,,
4087,,"Школа",,55.05872,61.51951,,,
5364,,"Янтарь",,55.06416,61.35850,,,
4162,,"Казанцево",,55.27308,61.34435,,,
4163,,"Казанцево",,55.27271,61.34337,,,
4164,,"Новое поле",,55.31191,61.33564,,,
4165,,"Новое поле",,55.31169,61.33453,,,
760,,"Сад Часовщик",,55.03715,61.44179,,,
770,,"Сад Часовщик",,55.03681,61.44148,,,
4082,,"Ж.Д. переезд",,55.06423,61.50217,,,
4083,,"Ж.Д. переезд",,55.06464,61.50192,,,
8175,,"Западный 2",,55.14383,61.27770,,,
8176,,"Западный 2",,55.14360,61.27717,,,
8295,,"мост Коксохим",,55.24579,61.44283,,,
4155,,"Ферросад",,55.21342,61.45960,,,
1761,,"5 декабря",,55.18594,61.43139,,,
2629,,"Кинотеатр Искра",,55.18546,61.41994,,,
1744,,"магазин Юрюзань",,55.18596,61.43338,,,
287,,"Свердловский пр.",,55.18388,61.38634,,,
288,,"Свердловский пр.",,55.18392,61.38758,,,
297,,"Теплотехнический институт",,55.18430,61.39829,,,
1063,,"Теплотехнический институт",,55.18436,61.39975,,,
1414,,"Теплотехнический институт",,55.18448,61.39838,,,
1415,,"Теплотехнический институт",,55.18424,61.39974,,,
1919,,"ул. Артиллерийская",,55.18560,61.42471,,,
2009,,"ул. Артиллерийская",,55.18552,61.42405,,,
2395,,"ул. Гатчинская",,55.18978,61.45100,,,
2396,,"ул. Гатчинская",,55.18995,61.45234,,,
1760,,"ул. Героев Танкограда",,55.18776,61.44121,,,
1992,,"ул. Героев Танкограда",,55.18784,61.44218,,,
313,,"ул. Косарева",,55.18368,61.37254,,,
314,,"ул. Косарева",,55.18368,61.37305,,,
317,,"ул. Краснознаменная",,55.18381,61.37943,,,
318,,"ул. Краснознаменная",,55.18384,61.38020,,,
281,,"ул. Пионерская",,55.18897,61.34708,,,
282,,"ул. Пионерская",,55.18897,61.34828,,,
1742,,"ул. Российская",,55.18523,61.41465,,,
1763,,"ул. Российская",,55.18541,61.41377,,,
2030,,"ул. Российская",,55.18526,61.41374,,,
2115,,"ул. Российская",,55.18538,61.41448,,,
2397,,"ул. Ростовская",,55.19148,61.45897,,,
2398,,"ул. Ростовская",,55.19146,61.45932,,,
2630,,"ул. Чичерина",,55.18232,61.29151,,,
1743,,"Юридический институт",,55.18544,61.42475,,,
1762,,"Юридический институт",,55.18568,61.42389,,,
205,,"пр. Победы",,55.18316,61.38692,,,
346,,"пр. Победы",,55.18520,61.38696,,,
213,,"Торговый центр",,55.17383,61.38786,,,
214,,"Торговый центр",,55.17448,61.38771,,,
168,,"ул. Калинина",,55.17946,61.38751,,,
169,,"ул. Калинина",,55.17908,61.38729,,,
724,,"ул. 250 лет Челябинска",,55.17813,61.29907,,,
2262,,"ул. 40 лет Победы",,55.18144,61.30530,,,
4026,,"25 микрорайон",,55.17363,61.30523,,,
712,,"Каширинский рынок",,55.17866,61.34032,,,
713,,"Каширинский рынок",,55.17853,61.34152,,,
708,,"пос. Бабушкина",,55.17870,61.34669,,,
709,,"пос. Бабушкина",,55.17858,61.34714,,,
976,,"Салавата Юлаева",,55.17005,61.29753,,,
714,,"ул. Братьев Кашириных",,55.17866,61.33204,,,
716,,"ул. Ворошилова",,55.17870,61.32431,,,
1840,,"ул. Салавата Юлаева",,55.16982,61.29603,,,
706,,"ул. Северо-Крымская",,55.17871,61.35800,,,
717,,"ул. Солнечная",,55.17878,61.31787,,,
710,,"ул. Чайковского",,55.17883,61.35159,,,
711,,"ул. Чайковского",,55.17858,61.35380,,,
977,,"универсам Казачий",,55.17168,61.30008,,,
718,,"ЧелГУ",,55.17863,61.32248,,,
4023,,"ЧелГУ",,55.17875,61.32109,,,
3882,,"ВСМ",,55.21403,61.44218,,,
3883,,"ВСМ",,55.21413,61.44233,,,
1745,,"Героев Танкограда",,55.18738,61.44190,,,
1991,,"Героев Танкограда",,55.18829,61.44154,,,
1985,,"ЖБИ-1",,55.20269,61.43810,,,
1986,,"ЖБИ-1",,55.20229,61.43804,,,
1987,,"Опытномеханический завод",,55.19685,61.43608,,,
1988,,"Опытномеханический завод",,55.19654,61.43611,,,
1989,,"ул. Механическая",,55.19323,61.43820,,,
1990,,"ул. Механическая",,55.19338,61.43821,,,
1746,,"ул. Потёмкина",,55.18438,61.44386,,,
1759,,"ул. Потёмкина",,55.18474,61.44387,,,
1971,,"ул. 5 Декабря",,55.18525,61.43283,,,
1976,,"ул. 5 Декабря",,55.18629,61.43250,,,
2965,,"ул. 5 Декабря",,55.18534,61.43270,,,
3320,,"ул. 5 Декабря",,55.18644,61.43261,,,
1973,,"Универсальный рынок",,55.18838,61.43237,,,
3321,,"Универсальный рынок",,55.18824,61.43247,,,
3322,,"ЧЭМК",,55.19174,61.43301,,,
301,,"ул. Островского",,55.18788,61.39330,,,
302,,"ул. Островского",,55.18861,61.39276,,,
298,,"Теплотехнический институт",,55.18400,61.39900,,,
841,,"Теплотехнический институт",,55.18348,61.39886,,,
289,,"ул. Калинина",,55.17975,61.39926,,,
290,,"ул. Калинина",,55.17928,61.39931,,,
842,,"ул. Калинина",,55.17904,61.39921,,,
1334,,"ул. Калинина",,55.17988,61.39941,,,
327,,"Цирк",,55.17369,61.39977,,,
328,,"Цирк",,55.17313,61.39983,,,
843,,"Цирк",,55.17313,61.39967,,,
964,,"Цирк",,55.17376,61.39993,,,
1972,,"ЧЭМК",,55.19183,61.43287,,,
195,,"Педучилище",,55.18383,61.33255,,,
196,,"Педучилище",,55.18312,61.33277,,,
2024,,"Дворец спорта ЧЭМК",,55.18071,61.41466,,,
3351,,"Дворец спорта ЧЭМК",,55.18104,61.41454,,,
4954,,"пл. Павших Революционеров",,55.16939,61.41560,,,
3352,,"Плавательный бассеин",,55.17796,61.41480,,,
2021,,"Плавательный бассейн",,55.17761,61.41493,,,
2028,,"пр. Победы",,55.18507,61.41419,,,
2414,,"пр. Победы",,55.18554,61.41397,,,
2424,,"ЧГРЭС",,55.19098,61.41243,,,
3878,,"ГСК Турист",,55.21600,61.43791,,,
3879,,"ГСК Турист",,55.21622,61.43757,,,
707,,"ул. Северо-Крымская",,55.17820,61.35808,,,
723,,"ул. 250 лет Челябинска",,55.17838,61.29812,,,
725,,"ул. Чичерина",,55.18295,61.29187,,,
245,,"Областная больница №3",,55.18897,61.33931,,,
719,,"24 микрорайон",,55.17706,61.31128,,,
8097,,"ул. Академика Королёва",,55.16344,61.29566,,,
720,,"24 микрорайон",,55.17673,61.31221,,,
951,,"24 микрорайон",,55.17648,61.31120,,,
812,,"ул. Братьев Кашириных",,55.17848,61.33343,,,
8124,,"Ферросад",,55.21208,61.45977,,,
1075,,"Гипсовый завод",,55.20676,61.43982,,,
1076,,"Гипсовый завод",,55.20689,61.43966,,,
177,,"ул. Братьев Кашириных",,55.17905,61.33289,,,
178,,"ул. Братьев Кашириных",,55.17811,61.33261,,,
979,,"25 микрорайон",,55.17428,61.30363,,,
980,,"25 микрорайон",,55.17339,61.30412,,,
1067,,"ул. 250 лет Челябинску",,55.17763,61.29882,,,
4468,,"Сад Авиатор-2",,55.26370,61.32237,,,
4466,,"Сад Уралец",,55.25794,61.33253,,,
4467,,"Сад Уралец",,55.25788,61.33267,,,
4462,,"Сады",,55.25797,61.34586,,,
4463,,"Сады",,55.25791,61.34595,,,
4464,,"Сады",,55.25796,61.33802,,,
4465,,"Сады",,55.25789,61.33809,,,
189,,"Комсомольский пр.",,55.19216,61.38546,,,
1486,,"Лыжная база",,55.19290,61.29946,,,
185,,"Пионерская",,55.19453,61.34718,,,
200,,"Поликлиника",,55.19453,61.34104,,,
201,,"Поликлиника",,55.19437,61.34197,,,
829,,"ТК Комсомольский",,55.19437,61.32655,,,
969,,"ТК Комсомольский",,55.19450,61.32561,,,
828,,"ул. Ворошилова",,55.19434,61.32235,,,
970,,"ул. Ворошилова",,55.19447,61.32114,,,
1489,,"ул. Жилая",,55.19210,61.29792,,,
220,,"ул. Косарева",,55.19192,61.37086,,,
221,,"ул. Косарева",,55.19178,61.37212,,,
224,,"ул. Красного Урала",,55.19445,61.35401,,,
225,,"ул. Красного Урала",,55.19406,61.35493,,,
226,,"ул. Краснознамённая",,55.19203,61.37882,,,
227,,"ул. Краснознамённая",,55.19190,61.38021,,,
825,,"ул. Молдавская",,55.19390,61.30207,,,
1304,,"ул. Молдавская",,55.19349,61.30075,,,
186,,"ул. Пионерская",,55.19437,61.34832,,,
827,,"ул. Солнечная",,55.19436,61.31461,,,
971,,"ул. Солнечная",,55.19451,61.31550,,,
233,,"ул. Чайковского",,55.19258,61.36092,,,
234,,"ул. Чайковского",,55.19225,61.36148,,,
5461,,"56 микрорайон",,55.20848,61.30879,,,
5462,,"56 микрорайон",,55.20869,61.30817,,,
275,,"Обувная фабрика",,55.18824,61.36003,,,
276,,"Обувная фабрика",,55.18796,61.36090,,,
285,,"Поликлиника",,55.18735,61.30325,,,
286,,"Поликлиника",,55.18770,61.30438,,,
840,,"пр. Победы",,55.18387,61.38868,,,
295,,"Тепличная",,55.18537,61.36732,,,
296,,"Тепличная",,55.18513,61.36796,,,
307,,"ул. 40 лет Победы",,55.18556,61.29874,,,
308,,"ул. 40 лет Победы",,55.18600,61.29974,,,
309,,"ул. Ворошилова",,55.18894,61.32335,,,
310,,"ул. Ворошилова",,55.18895,61.32314,,,
315,,"ул. Красного Урала",,55.18897,61.35420,,,
316,,"ул. Красного Урала",,55.18897,61.35557,,,
320,,"ул. Молдавская",,55.18856,61.30802,,,
271,,"ул. Солнечная",,55.18892,61.31735,,,
272,,"ул. Солнечная",,55.18893,61.31837,,,
269,,"ул. Чичерина",,55.18235,61.29094,,,
270,,"ул. Чичерина",,55.18235,61.29165,,,
822,,"ул. Чичерина",,55.18283,61.29315,,,
966,,"Универсам",,55.18538,61.29788,,,
325,,"Университет",,55.18898,61.33221,,,
326,,"Университет",,55.18898,61.33321,,,
208,,"Комсомольский пр.",,55.19131,61.38628,,,
984,,"Комсомольский пр.",,55.19250,61.38643,,,
230,,"ул. Островского",,55.18882,61.38671,,,
273,,"Лакокрасочный завод",,55.20568,61.38486,,,
274,,"Лакокрасочный завод",,55.20534,61.38505,,,
1342,,"Лакокрасочный завод",,55.20458,61.38480,,,
1343,,"Лакокрасочный завод",,55.20551,61.38481,,,
1873,,"Мельзавод Победа",,55.23708,61.36236,,,
1931,,"Мельзавод Победа",,55.23705,61.36173,,,
1929,,"поворот на ЧВВАКУШ",,55.24040,61.36057,,,
2573,,"Трамвайное депо №2",,55.22333,61.37843,,,
1354,,"Троллейбусное депо №2",,55.22488,61.37684,,,
1356,,"Троллейбусное депо №2",,55.22369,61.37585,,,
1528,,"Троллейбусное депо №2",,55.22614,61.37775,,,
721,,"ул. 40 лет Победы",,55.18098,61.30506,,,
722,,"ул. 40 лет Победы",,55.18072,61.30592,,,
823,,"Универсам",,55.18653,61.29841,,,
965,,"Универсам",,55.18532,61.29972,,,
3840,,"Гаражи",,55.21221,61.34857,,,
3841,,"Гаражи",,55.21226,61.34933,,,
3844,,"Лесоторговая база",,55.20689,61.36992,,,
3839,,"пос. Керамический",,55.21441,61.34065,,,
4107,,"пос. Керамический",,55.21452,61.34142,,,
4108,,"Сад Искра",,55.21655,61.33678,,,
4109,,"Цинковый завод",,55.20495,61.38401,,,
5398,,"55 микрорайон",,55.20306,61.28418,,,
5399,,"55 микрорайон",,55.20312,61.28452,,,
3859,,"Краснопольский пр.",,55.20932,61.28414,,,
731,,"ул. Бейвеля",,55.19645,61.28036,,,
732,,"ул. Бейвеля",,55.19658,61.28002,,,
3860,,"ул. Скульптора Головницкого",,55.20764,61.28440,,,
2206,,"ул. Бродокамская",,55.23086,61.33302,,,
2207,,"ул. Бродокамская",,55.23079,61.33327,,,
1874,,"поворот на ЧВВАКУШ",,55.24128,61.36020,,,
1878,,"пос. Миасский",,55.24054,61.34993,,,
1927,,"пос. Миасский",,55.24056,61.35144,,,
1881,,"Сад Авиатор",,55.24029,61.33387,,,
1923,,"Сад Авиатор",,55.24016,61.33439,,,
1888,,"ЧВВАКУШ",,55.24094,61.31613,,,
265,,"Каслинский рынок",,55.19244,61.39043,,,
266,,"Каслинский рынок",,55.19130,61.39124,,,
2208,,"Стройкомбинат",,55.23234,61.32513,,,
1740,,"Автобусный парк",,55.20558,61.32141,,,
1764,,"Автобусный парк",,55.20551,61.32187,,,
203,,"пр. Победы",,55.18799,61.33253,,,
204,,"пр. Победы",,55.18945,61.33272,,,
1676,,"Ткацкая фабрика",,55.20274,61.32602,,,
1741,,"Ткацкая фабрика",,55.20286,61.32551,,,
1674,,"ул. Куйбышева",,55.19801,61.33227,,,
1675,,"ул. Куйбышева",,55.19877,61.33186,,,
947,,"ул. Молодогвардейцев",,55.19484,61.33286,,,
2202,,"Баня",,55.23164,61.34731,,,
2203,,"Баня",,55.23177,61.34713,,,
2199,,"Кирпичный завод",,55.23290,61.35659,,,
2200,,"Кирпичный завод",,55.23277,61.35650,,,
2204,,"Магазин",,55.23153,61.34199,,,
2205,,"Магазин",,55.23147,61.34221,,,
1899,,"47 микрорайон",,55.21805,61.29993,,,
1913,,"47 микрорайон",,55.21845,61.29977,,,
1904,,"51 микрорайон",,55.21455,61.30464,,,
1912,,"51 микрорайон",,55.21472,61.30472,,,
5400,,"Гаражи",,55.21137,61.30933,,,
5401,,"Гаражи",,55.21135,61.30895,,,
4863,,"ул. Профессора Благих",,55.22032,61.29673,,,
4864,,"ул. Профессора Благих",,55.22041,61.29676,,,
5301,,"Детская филармония",,55.20060,61.31981,,,
5354,,"Прокуратура",,55.20253,61.32240,,,
5357,,"Прокуратура",,55.20252,61.32195,,,
5355,,"ул. Захаренко",,55.19837,61.31838,,,
1895,,"пос.Челябэнерго",,55.23547,61.28796,,,
1896,,"пос.Челябэнерго",,55.23566,61.28787,,,
305,,"ул. Черкасская",,55.22882,61.37448,,,
306,,"ул. Черкасская",,55.22862,61.37445,,,
988,,"ул. Черкасская",,55.22910,61.37431,,,
989,,"ул. Черкасская",,55.22963,61.37400,,,
726,,"ул. Чичерина",,55.18217,61.29258,,,
1893,,"Магазин",,55.23481,61.30013,,,
1918,,"Магазин",,55.23500,61.29905,,,
1890,,"ул. Шагольская",,55.23467,61.30626,,,
1921,,"ул. Шагольская",,55.23458,61.30728,,,
824,,"11 микрорайон",,55.19032,61.29396,,,
955,,"11 микрорайон",,55.18997,61.29275,,,
